구분,화장실명,소재지도로명주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,연락처,개방시간,설치년도,소재지지번주소,LON,LAT,데이터기준일자
공중화장실,마을공회당,경기도 안산시 단원구 대쟁이길 10  (선부동),N,2,2,0,0,0,0,2,0,0,단원구청,,24시간,1993-02-22,,126.7982966,37.3506004,2016-05-31
공중화장실,모곡경로당,경기도 안산시 단원구 지곡로6길 33 (선부동),N,1,1,0,0,0,0,1,0,0,단원구청장(주민복지과장),,24시간,0000-00-00,,126.7965233,37.3401959,2016-05-31
공중화장실,튼튼병원,경기도 안산시 상록구 도매시장로 2 (이동),N,10,10,2,2,0,0,10,2,0,박진수,,24시간,1997-12-00,,126.8567338,37.3077028,2016-05-31
공중화장실,와동 왜둘기경로당,경기도 안산시 단원구 화정천동로3길 17 (와동),N,1,1,0,0,0,0,1,0,0,단원구청장(주민복지과장),,24시간,1993-01-25,,126.8205281,37.3442245,2016-05-31
공중화장실,강서경로당,경기도 안산시 단원구 화정로안길 6 (와동),N,1,1,0,0,0,0,1,0,0,단원구청장(주민복지과장),,24시간,1998-07-10,,126.8174496,37.3329389,2016-05-31
공중화장실,와동경로당,경기도 안산시 단원구 사세충열로1길 24-17 (와동),N,0,0,0,0,0,0,0,0,0,단원구청장(주민복지과장),,24시간,0000-00-00,,126.8293595,37.3375483,2016-05-31
공중화장실,㈜반월가스공업,경기도 안산시 상록구 삼천리5길 24-5  (건건동),N,2,2,0,0,0,0,2,0,0,원전에너지,,24시간,2001-08-00,,126.9010643,37.3147258,2016-05-31
공중화장실,고잔2동 우체국,경기도 안산시 단원구 당곡2로 30  (고잔동),N,0,0,0,0,0,0,0,0,0,우정사업국,,24시간,1988-10-10,,126.8400494,37.324192,2016-05-31
공중화장실,IBK기업은행,경기도 안산시 단원구 별망로 424 (목내동),N,6,10,0,0,0,0,8,0,0,IBK기업은행,,24시간,1989-00-00,,126.7718639,37.3042394,2016-05-31
공중화장실,상록수병원,경기도 안산시 상록구 선암로 40 (본오동),N,5,4,0,0,0,0,7,0,0,이장환,,24시간,1996-05-28,,126.8631396,37.2884823,2016-05-31
공중화장실,한국농어촌공사,경기도 안산시 상록구 해안로 870  (사동),N,4,6,0,0,0,0,4,0,0,한국농어촌공사,,24시간,1995-05-30,,126.8437001,37.280785,2016-05-31
공중화장실,한국해양연구소,경기도 안산시 상록구 해안로 787  (사동),N,8,12,0,0,0,0,12,0,0,과기부산하 기초기술연구회,,24시간,1973-00-00,,126.8352151,37.2853111,2016-05-31
공중화장실,면허시험장,경기도 안산시 단원구 순환로 352  (와동),N,13,17,9,9,0,0,11,4,0,경기도 경찰청,,24시간,1989-08-11,,126.8281224,37.3455729,2016-05-31
공중화장실,단원경찰서,경기도 안산시 단원구 화랑로 373  (고잔동),N,12,34,2,2,0,0,6,0,0,경기도 경찰청,,24시간,1989-10-30,,126.8295617,37.32195,2016-05-31
공중화장실,교통안전공단,경기도 안산시 단원구 화랑로 376  (고잔동),N,23,23,0,0,0,0,17,0,0,교통안전공단,,24시간,1991-00-00,,126.829257,37.3209908,2016-05-31
공중화장실,화랑노인정,경기도 안산시 단원구 인현3길 14 (고잔동),N,1,0,0,0,0,0,1,0,0,단원구청장(주민복지과장),,24시간,1993-01-25,,126.8207836,37.325988,2016-05-31
공중화장실,수원지방법원 안산지점,경기도 안산시 단원구 광덕서로 73 (고잔동),N,44,54,20,20,0,0,44,10,0,법무부,,24시간,2002-00-00,,126.8261074,37.311028,2016-05-31
공중화장실,서울보증보험㈜,경기도 안산시 단원구 광덕대로 271  (고잔동),N,8,8,0,0,0,0,8,0,0,개인,,24시간,1989-04-14,,126.8300154,37.3208946,2016-05-31
공중화장실,안산우체국,경기도 안산시 단원구 중앙대로 815  (고잔동),N,6,13,0,0,0,0,9,0,0,우체국장,,24시간,1987-04-11,,126.82699,37.3177186,2016-05-31
개방화장실,아이즈빌1오피스텔,경기도 안산시 단원구 고잔로 51 (고잔동),N,5,8,1,1,0,0,8,1,0,개인,,24시간,2007-00-00,,126.8319949,37.3195711,2016-05-31
공중화장실,치항병원,경기도 안산시 단원구 고잔2길 2 (고잔동),N,10,10,2,2,0,0,10,1,0,치항병원,,24시간,2007-12-05,,126.8312816,37.317714,2016-05-31
공중화장실,수도권대기환경청,경기도 안산시 단원구 원고잔로 34  (고잔동),N,6,11,2,2,0,0,6,1,0,환경청,,24시간,1989-12-00,,126.8284369,37.3204454,2016-05-31
공중화장실,안산상공회의소,경기도 안산시 단원구 적금로 120  (고잔동),N,10,14,0,0,0,0,10,0,0,상공회의소,,24시간,1994-12-16,,126.8264051,37.3189395,2016-05-31
공중화장실,안산시건강가정지원센타,경기도 안산시 단원구 광덕2로 249 (고잔동),N,2,2,1,1,0,0,2,1,0,단원구청장(주민복지과장),,24시간,0000-00-00,,126.8382891,37.3095532,2016-05-31
공중화장실,한국생산기술원,경기도 안산시 상록구 항가울로 143  (사동),N,52,80,9,9,0,0,52,9,0,과기부,,24시간,2007-00-00,,126.8416588,37.2927588,2016-05-31
공중화장실,대동조이월드,경기도 안산시 단원구 고잔로 108  (고잔동),N,33,48,8,8,0,0,59,8,0,우성산업㈜,,24시간,2006-10-27,,126.8380396,37.318574,2016-05-31
공중화장실,GS백화점,경기도 안산시 단원구 고잔1길 12  (고잔동),N,17,20,1,1,0,0,34,1,1,GS리테일,,24시간,1992-10-23,,126.8344984,37.3180033,2016-05-31
공중화장실,한양증권,경기도 안산시 단원구 광덕대로 264 (고잔동),N,10,10,0,0,0,0,10,0,0,한양증권,,24시간,1992-10-19,,126.8314884,37.320057,2016-05-31
공중화장실,삼성화재,경기도 안산시 단원구 광덕대로 259  (고잔동),N,19,20,1,1,0,0,24,1,0,삼성화재,,24시간,2008-10-23,,126.8298195,37.3196906,2016-05-31
공중화장실,뉴코아아울렛,경기도 안산시 단원구 당곡로 20  (고잔동),N,18,30,2,2,0,0,45,1,0,㈜이랜드,,24시간,1995-11-28,,126.8337972,37.3187952,2016-05-31
공중화장실,우경조병원,경기도 안산시 단원구 중앙대로 861 (고잔동),N,11,12,2,2,0,0,13,1,0,우경조,,24시간,2008-10-17,,126.8320675,37.3173943,2016-05-31
공중화장실,안산시상하수도사업소,경기도 안산시 단원구 고잔로 27  (고잔동),N,15,15,1,1,0,0,30,1,0,안산시상하수도사업소장(수도행정과장),,24시간,2009-00-00,,126.8292007,37.3199672,2016-05-31
공중화장실,고잔2동 주민센터,경기도 안산시 단원구 예술대학로 76  (고잔동),N,8,6,4,4,16,0,2,0,0,고잔2동장,,24시간,2013-00-00,,126.8377438,37.3239365,2016-05-31
공중화장실,중부흥 어민복지회관,경기도 안산시 단원구 부흥로 166  (대부남동),N,1,1,2,2,0,0,1,1,0,안산시장(해양수산과장),,24시간,2013-01-30,,126.5930262,37.2218157,2016-05-31
공중화장실,말부흥 경로당,경기도 안산시 단원구 작은말길 12  (대부남동),N,1,1,1,1,0,0,1,1,0,단원구청장(주민복지과장),,24시간,2012-09-18,,126.6075019,37.2149373,2016-05-31
개방화장실,대부도 관광안내소,경기도 안산시 단원구 대부황금로 1531 (대부북동),N,1,1,1,1,0,0,2,1,0,안산시장(관광과장),,24시간,2012-12-17,,126.5779451,37.2898921,2016-05-31
공중화장실,상동 어민 복지회관,경기도 안산시 단원구 장골길 18  (대부북동),N,0,0,0,0,0,0,0,0,0,안산시장(해양수산과장),,24시간,2011-04-13,,126.5812096,37.2437419,2016-05-31
공중화장실,선감동 경로당,경기도 안산시 단원구 개건너길 117  (선감동),N,0,0,2,2,0,0,0,1,0,단원구청장(주민복지과장),,24시간,2009-08-18,,126.6313123,37.2227304,2016-05-31
공중화장실,탄도항 공중화장실,경기도 안산시 단원구 대부황금로 5-20  (선감동),N,2,3,0,0,1,0,9,0,0,안산도시공사장,,24시간,2007-09-06,,126.6463822,37.1911496,2016-05-31
공중화장실,석수골 동네마당,경기도 안산시 단원구 석수로9길 20  (선부동),N,0,1,3,3,0,0,1,2,0,단원구청장(주민복지과장),,24시간,2010-08-05,,126.8039368,37.3465697,2016-05-31
공중화장실,안산 보둠이나눔이 어린이집,경기도 안산시 단원구 신길중앙로 17  (신길동),N,0,2,5,5,0,0,1,9,0,안산시장(여성가족과),,24시간,2010-02-10,,126.7619756,37.3380663,2016-05-31
공중화장실,경로당,경기도 안산시 단원구 화정천동로2안길 25  (와동),N,0,0,2,2,0,0,1,1,0,단원구청장(주민복지과장),,24시간,2012-05-22,,126.8222182,37.3453624,2016-05-31
공중화장실,원곡본동 주민센터,경기도 안산시 단원구 부부로 55  (원곡동),N,8,8,2,2,0,0,13,1,0,원곡본동장,,24시간,2012-00-00,,126.7908684,37.3332878,2016-05-31
공중화장실,화랑오토캠핑장,경기도 안산시 단원구 동산로 268  (초지동),N,6,8,4,4,2,0,14,2,2,안산도시공사장,,24시간,2013-03-20,,126.8099905,37.3250774,2016-05-31
공중화장실,안산글로벌다문화센터,경기도 안산시 단원구 화정로 26  (초지동),N,8,8,8,8,0,0,20,4,0,안산시외국인주민센터,,24시간,2013-03-14,,126.8153913,37.3311697,2016-05-31
공중화장실,초지동 주민센터,경기도 안산시 단원구 초지동로 67  (초지동),N,4,4,0,0,0,0,4,2,0,초지동장,,24시간,2012-00-00,,126.8168644,37.3099761,2016-05-31
공중화장실,상록수체육관,경기도 안산시 상록구 용신로 422  (본오동),N,14,16,7,7,0,0,36,3,0,안산시장(체육진흥과장),,24시간,2013-00-00,,126.8685761,37.3009552,2016-05-31
공중화장실,본오1동 경로당,경기도 안산시 상록구 샘골로 7-1  (본오동),N,0,0,2,2,0,0,0,1,0,상록구청장(주민복지과장),,24시간,2009-08-19,,126.8635074,37.2846479,2016-05-31
공중화장실,본오도서관,경기도 안산시 상록구 각골로 49  (본오동),N,2,2,4,4,0,0,6,2,0,감골도서관장,,24시간,2013-04-12,,126.8722919,37.293996,2016-05-31
공중화장실,본오1동 주민센터,경기도 안산시 상록구 샘골로 16  (본오동),N,4,4,8,8,0,0,8,4,0,본오1동장,,24시간,2012-00-00,,126.8642508,37.2851065,2016-05-31
공중화장실,부곡공원 생활체육관,경기도 안산시 상록구 정재로 62  (부곡동),N,2,1,1,1,0,0,2,0,0,안산도시공사장,,24시간,2012-07-12,,126.8680241,37.3328079,2016-05-31
공중화장실,사동복지관,경기도 안산시 상록구 한양대학로 31 (사동),N,3,3,1,1,0,0,3,1,0,안산시장(사회복지과장),,24시간,1994-04-08,,126.8403649,37.3009061,2016-05-31
공중화장실,사3동 주민센터,경기도 안산시 상록구 해양로 8  (사동),N,4,7,2,2,0,0,12,1,0,사3동장,,24시간,2012-00-00,,126.8200502,37.2947355,2016-05-31
공중화장실,교통안전체험교육장,경기도 안산시 상록구 석호공원로 1  (사동),N,2,3,2,2,1,0,2,1,3,안산시장(교통정책과장),,24시간,2011-01-11,,126.8439622,37.3023525,2016-05-31
공중화장실,상록구청사,경기도 안산시 상록구 석호로 110  (사동),N,17,20,5,5,7,0,30,1,6,상록구청장(행정지원과장),,24시간,2011-00-00,,126.8464096,37.3013358,2016-05-31
공중화장실,덕망경로당,경기도 안산시 상록구 후곡1길 26-9  (사동),N,0,0,1,1,0,0,0,1,0,상록구청장(주민복지과장),,24시간,2012-12-12,,126.8449509,37.2976793,2016-05-31
공중화장실,일동 주민센터,경기도 안산시 상록구 성호로 53  (일동),N,4,4,8,8,0,0,8,2,0,일동장,,24시간,2012-00-00,,126.8661999,37.3103269,2016-05-31
공중화장실,원후경로당,경기도 안산시 상록구 원후길 6-15  (장하동),N,0,0,2,2,0,0,0,1,0,상록구청장(주민복지과장),,24시간,2012-10-25,,126.8587231,37.3513223,2016-05-31
공중화장실,소학경로당,경기도 안산시 상록구 팔곡길 53  (팔곡이동),N,0,0,2,2,0,0,0,1,0,상록구청장(주민복지과장),,24시간,2012-08-24,,126.8850525,37.2980566,2016-05-31
공중화장실,신길중앙주유소,경기도 안산시 단원구 삼일로 57  (신길동),N,1,2,0,0,0,0,1,0,0,개인,,24시간,2010-09-15,,126.7844749,37.3356694,2016-05-31
공중화장실,동현주유소,경기도 안산시 단원구 대선로 237  (대부북동),N,1,1,0,0,0,0,1,0,0,개인,,24시간,2010-09-17,,126.5755165,37.2524473,2016-05-31
공중화장실,황소주유소,경기도 안산시 상록구 서해로 2691  (사사동),N,1,1,0,0,0,0,1,0,0,개인,,24시간,2011-11-03,,126.9118664,37.2922012,2016-05-31
공중화장실,스마트허브주유소,경기도 안산시 단원구 해봉로 204  (성곡동),N,3,1,0,0,0,0,3,0,0,개인,,24시간,2012-05-22,,126.7646293,37.3208331,2016-05-31
공중화장실,반월공단주유소,경기도 안산시 단원구 시우로 46  (초지동),N,1,2,1,1,0,0,2,0,0,개인,,24시간,2012-07-03,,126.8030071,37.3032321,2016-05-31
공중화장실,신길IC주유소,경기도 안산시 단원구 성곡로 279  (신길동),N,2,2,0,0,0,0,1,0,0,개인,,24시간,2013-06-27,,126.769227,37.3299822,2016-05-31
공중화장실,해안로충전소,경기도 안산시 상록구 해안로 738  (사동),N,0,0,2,2,0,0,0,1,0,개인,,24시간,2010-05-14,,126.828914,37.2871439,2016-05-31
공중화장실,안산성원충전소,경기도 안산시 상록구 수인로 1848  (장상동),N,3,4,0,0,0,0,3,0,0,개인,,24시간,2011-07-15,,126.8712956,37.3491886,2016-05-31
개방화장실,안산IC충전소,경기도 안산시 상록구 가루개로 181 (양상동),N,1,3,0,0,0,0,2,0,0,개인,,24시간,2012-10-04,,126.8512213,37.343676,2016-05-31
공중화장실,㈜우리에너지,경기도 안산시 상록구 서해로 2938  (건건동),N,2,2,0,0,0,0,2,0,0,개인,,24시간,2013-04-23,,126.9142153,37.3132547,2016-05-31
공중화장실,세진에너지㈜,경기도 안산시 단원구 시흥대로 84-9  (선부동),N,3,2,0,0,0,0,2,0,0,개인,,24시간,2010-07-20,,126.7995769,37.3495862,2016-05-31
공중화장실,한창충전소,경기도 안산시 단원구 대선로 419  (대부남동),N,2,1,2,2,0,0,2,1,0,개인,,24시간,2010-12-17,,126.5726479,37.2366688,2016-05-31
공중화장실,한국전력공사안산지점사옥,경기도 안산시 단원구 원고잔로 25  (고잔동),N,14,19,1,1,0,0,14,1,0,한국전력안산지사장,,24시간,2010-07-12,,126.8273623,37.3206781,2016-05-31
공중화장실,한국농어촌공사화안사업단,경기도 안산시 단원구 적금로1길 17  (고잔동),N,13,14,1,1,0,0,11,1,0,한국농어촌공사화안사업단장,,24시간,2010-09-27,,126.8281215,37.3182356,2016-05-31
공중화장실,안산시청 별관,경기도 안산시 단원구 중앙대로 839  (고잔동),N,10,5,10,10,0,0,15,5,0,안산시장(회계과장),,24시간,2012-00-00,,126.8296526,37.3176504,2016-05-31
공중화장실,프라움시티,경기도 안산시 단원구 당곡로 33  (고잔동),N,10,10,2,2,0,0,12,2,0,개인,,24시간,2010-11-18,,126.8331487,37.3202539,2016-05-31
개방화장실,신원프라자,경기도 안산시 단원구 광덕4로 102 (고잔동),N,10,13,2,2,0,0,10,2,0,개인,,24시간,2003-08-18,,126.8236069,37.3151979,2016-05-31
공중화장실,탄도항 공중화장실,경기도 안산시 단원구 대부황금로 5-14  (선감동),N,2,3,1,1,0,0,8,1,0,안산도시공사장,,24시간,2007-08-08,,126.6461685,37.1915635,2016-05-31
공중화장실,어촌민속박물관,경기도 안산시 단원구 대부황금로 7 (선감동),N,4,8,1,1,1,0,9,1,1,안산도시공사장,,24시간,2006-01-01,,126.6461191,37.1925076,2016-05-31
공중화장실,누에섬 등대,경기도 안산시 단원구 대부황금로 17-156 (선감동),N,2,4,0,0,0,0,3,0,0,안산도시공사장,,24시간,2006-01-01,,126.6314788,37.1866314,2016-05-31
개방화장실,모리아오피스텔,경기도 안산시 단원구 중앙대로 421 (신길동),N,3,9,3,3,0,0,9,3,0,현대주택관리(주),,24시간,2013-12-05,,126.786504,37.3300254,2016-05-31
공중화장실,신안산주유소,경기도 안산시 단원구 고잔로 86 (고잔동),N,2,3,0,0,0,0,1,0,0,신안산주유소,,24시간,1992-00-00,,126.8355117,37.3189634,2016-05-31
공중화장실,하이마트,경기도 안산시 단원구 광덕대로 198  (고잔동),N,9,9,2,2,0,0,9,1,0,하이마트,,24시간,2002-00-00,,126.8310729,37.3141528,2016-05-31
공중화장실,SK고잔주유소,경기도 안산시 단원구 적금로 114 (고잔동),N,1,2,0,0,0,0,2,0,0,㈜SK,,24시간,1997-00-00,,126.8263027,37.3183159,2016-05-31
공중화장실,신양주유소,경기도 안산시 상록구 월피로 84 (월피동),N,2,2,0,0,0,0,1,0,0,개인,,24시간,2004-12-21,,126.8527583,37.3356299,2016-05-31
공중화장실,월피동주유소,경기도 안산시 상록구 시낭로 25 (월피동),N,2,2,0,0,0,0,1,0,0,개인,,24시간,2005-02-02,,126.8529124,37.3353346,2016-05-31
공중화장실,참좋은휘트니스,경기도 안산시 상록구 예술광장로 11 (월피동),N,2,2,0,0,0,0,2,0,0,개인,,24시간,1991-00-00,,126.8452611,37.3290068,2016-05-31
공중화장실,SK신도시주유소,경기도 안산시 상록구 예술광장1로 18 (월피동),N,1,1,0,0,0,0,1,0,0,개인,,24시간,2000-11-15,,126.8448093,37.3292333,2016-05-31
공중화장실,안산정수장,경기도 안산시 단원구 예술대학로5길 46 (고잔동),N,3,3,0,0,0,0,3,0,0,안산시상하수도사업소장(정수과장),,24시간,1989-04-15,,126.8344082,37.3323872,2016-05-31
공중화장실,호수동주민센터,경기도 안산시 단원구 광덕2로 125 (고잔동),N,11,11,6,6,0,0,16,0,0,호수동장,,24시간,2005-12-15,,126.8243855,37.3102794,2016-05-31
공중화장실,필라휘트니스센터(예술프라자),경기도 안산시 상록구 화랑로 501  (성포동),N,10,16,1,1,0,0,14,1,0,개인,,24시간,2002-09-13,,126.8438698,37.3208741,2016-05-31
공중화장실,삼진종합상사,경기도 안산시 상록구 예술광장로 11 (월피동),N,10,10,0,0,0,0,10,0,0,개인,,24시간,1991-00-00,,126.8452611,37.3290068,2016-05-31
공중화장실,삼성생명,경기도 안산시 단원구 광덕대로 254  (고잔동),N,17,18,0,0,0,0,17,0,0,관리사무실,,24시간,1997-06-20,,126.831468,37.3190766,2016-05-31
공중화장실,신한은행,경기도 안산시 단원구 당곡로 17  (고잔동),N,6,8,1,1,0,0,7,1,0,신한은행지점장,,24시간,1990-11-10,,126.8330937,37.3186068,2016-05-31
공중화장실,에이스타워,경기도 안산시 단원구 고잔로 54  (고잔동),N,30,40,0,0,0,0,29,1,0,관리사무실,,24시간,2003-12-30,,126.8321179,37.3190523,2016-05-31
개방화장실,오션빌딩,경기도 안산시 단원구 고잔로 58-6 (고잔동),N,19,20,0,0,0,0,18,1,0,관리사무실,,24시간,1995-12-11,,126.8320419,37.3187314,2016-05-31
공중화장실,안산역,경기도 안산시 단원구 바라지길 14 (신길동),N,3,4,1,1,0,0,6,1,1,한국철도공사장(안산관리역장),,24시간,1988-00-00,,126.7615501,37.3327133,2016-05-31
공중화장실,안산유통상가2차,경기도 안산시 단원구 산단로 348 (원곡동),N,82,76,3,3,0,0,77,3,0,안산유통상가사업협동조합,,24시간,1992-04-10,,126.7864013,37.3264464,2016-05-31
공중화장실,안산의류상설할인매장(A동),경기도 안산시 상록구 삼리로 45  (사동),N,14,15,5,5,0,0,14,5,0,영보BS,,24시간,2001-11-08,,126.8446652,37.3049809,2016-05-31
공중화장실,안산의류상설할인매장(B동),경기도 안산시 상록구 삼리로 49  (사동),N,12,15,5,5,0,0,12,5,0,영보BS,,24시간,2001-11-08,,126.8461812,37.3049396,2016-05-31
공중화장실,나이스헬스클럽(사이버빌딩),경기도 안산시 상록구 성포로 30  (성포동),N,8,8,0,0,0,0,8,0,0,개인,,24시간,2002-10-23,,126.8447674,37.3232612,2016-05-31
공중화장실,성포도서관,경기도 안산시 상록구 충장로 528 (성포동),N,6,9,0,0,0,0,7,0,0,감골도서관장,,24시간,1997-05-10,,126.8503733,37.3251786,2016-05-31
공중화장실,안산시청소년수련관,경기도 안산시 상록구 삼일로 696 (성포동),N,7,16,1,1,1,0,15,1,1,안산시장(평생교육과장),,24시간,2003-10-18,,126.8532686,37.3262526,2016-05-31
공중화장실,성우주유소,경기도 안산시 상록구 안산천서로 277 (월피동),N,1,1,0,0,0,0,1,0,0,개인,,24시간,1989-05-13,,126.8502666,37.3379983,2016-05-31
공중화장실,베스코아트빌,경기도 안산시 상록구 광덕산안길 14 (월피동),N,4,6,0,0,0,0,4,0,0,㈜유림종합개발,,24시간,2003-05-20,,126.8443824,37.3348768,2016-05-31
개방화장실,GS하이웨이점주유소,경기도 안산시 상록구 안산천서로 263 (월피동),N,2,2,0,0,0,0,2,0,0,지에스칼텍스㈜하이웨이,,24시간,1997-11-27,,126.8494382,37.3368872,2016-05-31
공중화장실,관산공원,경기도 안산시 단원구 관산길 29 (원곡동),N,1,1,0,0,0,0,2,0,0,안산시장(시민공원과장),,24시간,1998-00-00,,126.7995916,37.3321423,2016-05-31
공중화장실,안산유통상가1차,경기도 안산시 단원구 산단로 342 (원곡동),N,331,357,0,0,0,0,325,0,0,안산유통상가사업협동조합,,24시간,1989-08-10,,126.7865893,37.3254123,2016-05-31
공중화장실,성호공원(1구역관리사),경기도 안산시 상록구 성호로 333 (부곡동),N,2,4,0,0,0,0,4,0,0,안산시장(시민공원과장),,24시간,1998-00-00,,126.8608704,37.3326952,2016-05-31
공중화장실,성호공원(2구역관리사),경기도 안산시 상록구 성호로 285 (부곡동),N,4,5,1,1,1,0,6,1,1,안산시장(시민공원과장),,24시간,2006-00-00,,126.8586753,37.3286488,2016-05-31
공중화장실,반월종합상가,경기도 안산시 단원구 화랑로 103 (원곡동),N,4,5,0,0,0,0,8,0,0,관리사무실,,24시간,1981-05-22,,126.8007741,37.3270445,2016-05-31
공중화장실,서울S의원(구나눔의원),경기도 안산시 단원구 원선로 55 (원곡동),N,0,0,0,0,0,0,0,0,0,병원장,,24시간,1986-00-00,,126.798524,37.3297005,2016-05-31
공중화장실,안산동주민센터,경기도 안산시 상록구 장하로 315 (수암동),N,13,10,2,2,0,0,17,2,0,안산동장,,24시간,1990-07-12,,126.8733509,37.3618773,2016-05-31
개방화장실,수암주유소,경기도 안산시 상록구 원당골1길 23-14 (수암동),N,2,1,0,0,0,0,2,0,0,개인,,24시간,2002-00-00,,126.8770074,37.3651645,2016-05-31
공중화장실,완충녹지,경기도 안산시 단원구 원선1로 9 (원곡동),N,0,0,0,0,0,0,0,0,0,단원구청장(도시주택과장),,24시간,2003-00-00,,126.8002175,37.3241891,2016-05-31
공중화장실,완충녹지,경기도 안산시 단원구 원곡경로당길 4 (원곡동),N,0,0,0,0,0,0,0,0,0,단원구청장(도시주택과장),,24시간,2003-00-00,,126.8017799,37.3238637,2016-05-31
공중화장실,제8주구(근로자)운동장,경기도 안산시 단원구 부부로 98 (원곡동),N,4,9,1,1,0,0,10,1,0,안산도시공사장,,24시간,1990-00-00,,126.7916659,37.3370591,2016-05-31
공중화장실,원곡본동주민센터(구),경기도 안산시 단원구 원본로 15 (원곡동),N,2,2,0,0,0,0,3,1,0,안산시장(회계과장),,24시간,1981-11-31,,126.7917678,37.3312098,2016-05-31
공중화장실,완충녹지,경기도 안산시 단원구 중앙대로 462 (원곡동),N,1,1,0,0,0,0,1,0,0,단원구청장(도시주택과장),,24시간,2003-00-00,,126.7904192,37.3260174,2016-05-31
공중화장실,원곡1동주민센터,경기도 안산시 단원구 원선로 31 (원곡동),N,1,2,0,0,0,0,3,1,0,원곡1동장,,24시간,1987-09-29,,126.796913,37.3279173,2016-05-31
공중화장실,시민공원눈썰매장,경기도 안산시 단원구 동산로 181  (원곡동),N,7,9,1,1,0,0,11,1,0,안산도시공사장,,24시간,2003-10-30,,126.8031037,37.3198329,2016-05-31
공중화장실,다농마트,경기도 안산시 상록구 예술광장로 1 (월피동),N,33,44,2,2,0,0,31,2,0,㈜민주산업,,24시간,1992-12-09,,126.8442379,37.3283603,2016-05-31
개방화장실,SK팔곡주유소,경기도 안산시 상록구 해안로 1295  (팔곡이동),N,2,1,0,0,0,0,2,0,0,SK네트웍스팔곡주유소,,24시간,1996-11-25,,126.8840987,37.2933558,2016-05-31
공중화장실,삼정주유소,경기도 안산시 단원구 삼일로 122 (원곡동),N,1,2,0,0,0,0,1,0,0,주유소장,,24시간,1987-00-00,,126.791876,37.3345185,2016-05-31
공중화장실,공단전망대,경기도 안산시 단원구 범지기로141번길 118 (초지동),N,1,1,0,0,0,0,1,0,0,안산시장(시민공원과장),,24시간,1988-00-00,,126.8019511,37.3102044,2016-05-31
공중화장실,성호공원(3구역)호동초맞은편,경기도 안산시 상록구 웃말1안길 48 (일동),N,1,2,0,0,0,0,2,1,0,안산시장(시민공원과장),,24시간,2009-00-00,,126.8692799,37.3087878,2016-05-31
개방화장실,디에스에이도금단지주유소,경기도 안산시 상록구 용담로 75  (팔곡이동),N,2,2,0,0,0,0,3,0,0,개인,,24시간,2007-08-23,,126.8869547,37.2870838,2016-05-31
공중화장실,골든게이트빌오피스텔,경기도 안산시 단원구 고잔1길 69 (고잔동),N,12,6,0,0,0,0,12,0,0,㈜세경종합,,24시간,2003-07-18,,126.8414158,37.3182398,2016-05-31
공중화장실,디자이너크럽,경기도 안산시 단원구 안산천서로 23  (고잔동),N,6,12,0,0,0,0,6,0,0,㈜영신산업,,24시간,2004-12-07,,126.8418671,37.3182188,2016-05-31
공중화장실,GS공단주유소,경기도 안산시 단원구 산단로 313 (신길동),N,1,1,2,2,0,0,1,1,0,㈜GS,,24시간,2001-07-00,,126.7865469,37.3228533,2016-05-31
공중화장실,중소기업진흥공단연수원,경기도 안산시 단원구 연수원로 87  (원곡동),N,65,77,0,0,0,0,36,1,0,연수원장,,24시간,1982-10-00,,126.7976136,37.319092,2016-05-31
공중화장실,거풍스카이팰리스,경기도 안산시 단원구 당곡로 11  (고잔동),N,8,8,0,0,0,0,12,0,0,㈜거풍건설,,24시간,2003-10-07,,126.8330176,37.3183075,2016-05-31
공중화장실,에머랄드빌딩,경기도 안산시 단원구 고잔2길 16  (고잔동),N,12,18,0,0,0,0,12,0,0,㈜신성,,24시간,2001-01-10,,126.8328837,37.3176334,2016-05-31
공중화장실,중앙오피스텔,경기도 안산시 단원구 고잔로 55 (고잔동),N,4,4,0,0,0,0,4,0,0,㈜중앙건설,,24시간,1990-09-24,,126.8323471,37.3195031,2016-05-31
공중화장실,진양빌딩,경기도 안산시 단원구 당곡로 9  (고잔동),N,4,4,0,0,0,0,4,0,0,㈜진양빌딩,,24시간,1985-05-06,,126.8329371,37.3179902,2016-05-31
공중화장실,한양빌딩,경기도 안산시 단원구 중앙대로 855 (고잔동),N,0,0,0,0,0,0,0,0,0,㈜한양건설,,24시간,1985-05-22,,126.8314853,37.3174223,2016-05-31
공중화장실,신길온천역,경기도 안산시 단원구 황고개로 2 (신길동),N,4,5,1,1,0,0,5,1,0,한국철도공사장(안산관리역장),,24시간,2000-07-25,,126.7671499,37.3375792,2016-05-31
공중화장실,만해주유소,경기도 안산시 단원구 만해로 92 (신길동),N,2,2,0,0,0,0,1,0,0,주유소장,,24시간,1995-05-00,,126.7497928,37.3285263,2016-05-31
공중화장실,서안산IC주유소,경기도 안산시 단원구 중앙대로 224 (신길동),N,2,2,0,0,0,0,2,0,0,주유소장,,24시간,2006-00-00,,126.7664331,37.3343918,2016-05-31
공중화장실,SK동양주유소,경기도 안산시 단원구 중앙대로 351 (신길동),N,0,0,0,0,0,0,0,0,0,SK네트웍스,,24시간,1996-00-00,,126.7798737,37.3331741,2016-05-31
