구분,화장실명,소재지도로명주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,연락처,개방시간,설치년도,소재지지번주소,LON,LAT,데이터기준일자
공중화장실,대우프라자,경기도 안산시 단원구 광덕동로 39 (고잔동),N,18,18,0,0,0,0,18,0,0,상가번영회,,24시간,2002-00-00,,126.8320795,37.3079227,2016-05-31
공중화장실,"로데오타운A동,B동",경기도 안산시 단원구 광덕대로 154  (고잔동),N,16,18,0,0,0,0,18,0,0,상가번영회,,24시간,2003-00-00,,126.8307344,37.3101697,2016-05-31
공중화장실,신세기빌딩,경기도 안산시 단원구 고잔2길 59  (고잔동),N,17,27,0,0,0,0,13,0,0,㈜세기건설,,24시간,1991-03-02,,126.837721,37.3177446,2016-05-31
공중화장실,창진타운,경기도 안산시 단원구 광덕대로 162  (고잔동),N,4,6,0,0,0,0,4,0,0,관리사무실,,24시간,2003-12-00,,126.8307916,37.310815,2016-05-31
공중화장실,크리스탈에이스프라자,경기도 안산시 단원구 광덕대로 142  (고잔동),N,10,10,0,0,0,0,10,0,0,관리사무실,,24시간,2002-07-23,,126.8306332,37.3090271,2016-05-31
공중화장실,8단지내상가,경기도 안산시 단원구 당곡3로 20  (고잔동),N,4,5,0,0,0,0,6,0,0,상가번영회,,24시간,1988-02-26,,126.839752,37.3260909,2016-05-31
공중화장실,고려대학교병원,경기도 안산시 단원구 적금로 123 (고잔동),N,31,37,5,5,0,0,31,2,0,병원장,,24시간,1984-00-00,,126.8250018,37.3188582,2016-05-31
공중화장실,해양빌딩,경기도 안산시 단원구 중앙대로 937  (고잔동),N,19,20,2,2,0,0,19,1,0,㈜해양건설,,24시간,1992-04-06,,126.8409671,37.3170246,2016-05-31
공중화장실,휴웰병원,경기도 안산시 단원구 고잔로 134 (고잔동),N,20,24,5,5,0,0,30,5,0,㈜한국산재의료원,,24시간,2002-00-00,,126.8409774,37.3185816,2016-05-31
공중화장실,SK안산공원주유소,경기도 안산시 단원구 광덕1로 268 (고잔동),N,1,2,1,1,0,0,1,1,0,SK네트웍스,,24시간,2001-00-00,,126.839883,37.3069243,2016-05-31
공중화장실,외국인주민센터,경기도 안산시 단원구 부부로 43 (원곡동),N,7,7,3,3,0,0,14,3,0,안산시외국인주민센터소장,,24시간,2007-12-00,,126.7903427,37.3324363,2016-05-31
공중화장실,단원보건소,경기도 안산시 단원구 화랑로 387 (고잔동),N,6,10,4,4,0,0,11,2,1,단원보건소장(보건행정과장),,24시간,2001-11-20,,126.8327149,37.3225564,2016-05-31
공중화장실,안산시청사,경기도 안산시 단원구 화랑로 387 (고잔동),N,39,58,26,26,0,0,46,11,0,안산시장(회계과장),,24시간,1982-00-00,,126.8327149,37.3225564,2016-05-31
공중화장실,안산시정신보건센타,경기도 안산시 단원구 화랑로 387 (고잔동),N,3,4,0,0,0,0,4,0,0,안산시장(회계과장),,24시간,1986-00-00,,126.8327149,37.3225564,2016-05-31
공중화장실,네스앙스,경기도 안산시 단원구 광덕대로 203  (고잔동),N,4,3,0,0,0,0,2,0,0,상가번영회,,24시간,1995-00-00,,126.8293387,37.3148171,2016-05-31
공중화장실,로진프라자,경기도 안산시 단원구 광덕동로 39  (고잔동),N,24,18,0,0,0,0,18,0,0,㈜신하종합건설,,24시간,2002-00-00,,126.8320795,37.3079227,2016-05-31
공중화장실,화승타운,경기도 안산시 단원구 광덕3로 178  (고잔동),N,42,70,0,0,0,0,42,0,0,상가번영회,,24시간,2001-12-28,,126.8323591,37.3120606,2016-05-31
공중화장실,선부동우체국,경기도 안산시 단원구 선부광장1로 138  (선부동),N,0,0,1,1,0,0,0,0,0,우체국장,,24시간,1992-08-31,,126.8102395,37.3319544,2016-05-31
공중화장실,용신평생교육원,경기도 안산시 단원구 다문화길 16 (원곡동),N,3,2,1,1,0,0,3,1,0,안산시장,,24시간,1981-08-15,,126.7906038,37.3294417,2016-05-31
공중화장실,군자포커스프라자,경기도 안산시 단원구 화랑로 32 (원곡동),N,20,28,1,1,0,0,20,0,0,상가번영회,,24시간,2007-07-25,,126.7959598,37.3315703,2016-05-31
공중화장실,코로스프라자,경기도 안산시 상록구 광덕1로 370  (이동),N,10,10,0,0,0,0,15,0,0,개인,,24시간,2000-00-00,,126.8509811,37.3076056,2016-05-31
공중화장실,안산제일종합시장,경기도 안산시 단원구 선이로 14  (선부동),N,33,66,0,0,0,0,35,0,0,안산제1종합시장사업협동조합,,24시간,1991-06-30,,126.8036317,37.342356,2016-05-31
공중화장실,극동에너지,경기도 안산시 단원구 선이로 39  (선부동),N,0,0,0,0,0,0,0,0,0,㈜극동에너지,,24시간,1999-06-00,,126.8007759,37.343454,2016-05-31
공중화장실,시티프라자,경기도 안산시 단원구 광덕동로 91  (고잔동),N,10,10,0,0,0,0,15,0,0,상가번영회,,24시간,2000-00-00,,126.8325834,37.312652,2016-05-31
공중화장실,현대타운,경기도 안산시 단원구 광덕동로 99  (고잔동),N,12,24,0,0,0,0,18,0,0,상가번영회,,24시간,2002-12-31,,126.8326361,37.31329,2016-05-31
공중화장실,안산세관,경기도 안산시 단원구 선부광장1로 158  (선부동),N,6,5,1,1,0,0,5,1,0,안산세관,,24시간,1992-10-30,,126.8086313,37.3324709,2016-05-31
공중화장실,선부프라자빌딩,경기도 안산시 단원구 선부광장1로 162  (선부동),N,11,12,0,0,0,0,9,0,0,상가번영회,,24시간,2001-11-19,,126.8081615,37.3326611,2016-05-31
공중화장실,홈플러스,경기도 안산시 단원구 삼일로 316  (선부동),N,4,6,2,2,0,0,9,1,0,㈜홈플러스,,24시간,2005-11-14,,126.8125774,37.3337747,2016-05-31
공중화장실,경기도미술관,경기도 안산시 단원구 동산로 268 (초지동),N,5,6,4,4,0,0,6,1,0,경기도미술관장,,24시간,2006-09-20,,126.8099905,37.3250774,2016-05-31
공중화장실,월드상가1동,경기도 안산시 상록구 본삼로 38 (본오동),N,5,8,0,0,0,0,6,0,0,월드상가번영회,,24시간,1987-00-00,,126.8641416,37.3006979,2016-05-31
공중화장실,월드상가2동,경기도 안산시 상록구 본삼로 38 (본오동),N,2,4,0,0,0,0,4,0,0,월드상가번영회,,24시간,1987-00-00,,126.8641416,37.3006979,2016-05-31
공중화장실,월드프라자,경기도 안산시 상록구 본삼로 38 (본오동),N,10,20,0,0,0,0,15,0,0,월드상가번영회,,24시간,1987-02-00,,126.8641416,37.3006979,2016-05-31
공중화장실,선부지구대,경기도 안산시 단원구 선부광장1로 150  (선부동),N,1,1,0,0,0,0,1,0,0,지구대장,,24시간,2007-12-27,,126.8091876,37.332032,2016-05-31
공중화장실,안산소방서선부119안전센터,경기도 안산시 단원구 선부광장서로 43  (선부동),N,2,2,0,0,0,0,0,0,0,소방서장,,24시간,1994-00-00,,126.8043984,37.3339452,2016-05-31
공중화장실,선부시립어린이집,경기도 안산시 단원구 지곡로 48 (선부동),N,0,0,0,0,0,0,0,0,0,안산시장(여성가족과),,24시간,1993-00-00,,126.802481,37.3387499,2016-05-31
공중화장실,고잔지구대,경기도 안산시 단원구 화랑로 387 (고잔동),N,0,0,0,0,0,0,0,0,0,지구대장,,24시간,2001-11-07,,126.8327149,37.3225564,2016-05-31
공중화장실,안산소방서고잔119안전센터,경기도 안산시 단원구 화랑로 387 (고잔동),N,6,9,0,0,0,0,6,0,0,소방서장,,24시간,1991-11-28,,126.8327149,37.3225564,2016-05-31
공중화장실,본오프라자1차(본오아파트상가),경기도 안산시 상록구 선진로 106 (사동),N,18,18,0,0,0,0,18,0,0,상가번영회,,24시간,1982-00-00,,126.8528261,37.2800398,2016-05-31
공중화장실,경기지방경찰청외사범죄수사대,경기도 안산시 단원구 선부로 95  (선부동),N,0,0,0,0,0,0,0,0,0,경기도 경찰청,,24시간,1997-10-31,,126.8056833,37.3415304,2016-05-31
공중화장실,못골경로당,경기도 안산시 단원구 지곡로 36 (선부동),N,1,1,0,0,0,0,1,0,0,단원구청장(주민복지과장),,24시간,1989-12-23,,126.8037873,37.3380673,2016-05-31
공중화장실,정지막골경로당,경기도 안산시 단원구 석수로 5-1 (선부동),N,1,1,0,0,0,0,1,0,0,단원구청장(주민복지과장),,24시간,1993-00-00,,126.80816,37.3403487,2016-05-31
공중화장실,원국다문화지구대,경기도 안산시 단원구 원곡공원로 30 (원곡동),N,0,0,2,2,0,0,1,0,0,경기도 경찰청,,24시간,1997-07-10,,126.7946164,37.3326492,2016-05-31
개방화장실,신안코아,경기도 안산시 상록구 반석로 44 (본오동),N,12,12,0,0,0,0,12,0,0,입점자대표,,24시간,1993-06-00,,126.8645759,37.2950146,2016-05-31
공중화장실,시립대덕어린이집,경기도 안산시 단원구 원선로북길 7 (원곡동),N,0,0,0,0,0,0,0,0,0,안산시장(여성가족과장),,24시간,2000-08-19,,126.8026281,37.3325655,2016-05-31
공중화장실,어린이쉼터양곡경로당,경기도 안산시 단원구 원본로3길 28 (원곡동),N,1,1,0,0,0,0,1,0,0,단원구청장(주민복지과장),,24시간,1998-04-30,,126.7952766,37.3321926,2016-05-31
공중화장실,본오프라자2차(본오2차아파트상가),경기도 안산시 상록구 선진로 112 (사동),N,6,6,1,1,0,0,6,1,0,상가번영회,,24시간,1984-00-00,,126.8526084,37.2806702,2016-05-31
공중화장실,안산시청어린이집,경기도 안산시 단원구 화랑로 387 (고잔동),N,3,3,0,0,15,0,3,0,7,안산시장(회계과장),,24시간,1991-11-04,,126.8327149,37.3225564,2016-05-31
공중화장실,안산S/W지원센터,경기도 안산시 단원구 연수원로 104-14 (원곡동),N,6,6,0,0,0,0,5,0,0,안산시장(회계과장),,24시간,1984-00-00,,126.8012531,37.3216932,2016-05-31
공중화장실,안산여성근로자복지센터,경기도 안산시 단원구 원본로3길 28 (원곡동),N,0,0,0,0,0,0,0,0,0,안산시장(여성가족과),,24시간,1998-04-30,,126.7952766,37.3321926,2016-05-31
공중화장실,로얄빌딩,경기도 안산시 상록구 예술광장1로 46 (월피동),N,10,15,0,0,0,0,10,0,0,개인,,24시간,1999-00-00,,126.8469438,37.3293658,2016-05-31
공중화장실,민방위교육장,경기도 안산시 상록구 예술광장1로 32 (월피동),N,9,17,0,0,0,0,9,0,0,안산시장(재난총괄과장),,24시간,2000-07-11,,126.845982,37.3296277,2016-05-31
공중화장실,경기도안산교육청,경기도 안산시 단원구 적금로 134  (고잔동),N,10,12,2,2,0,0,13,2,0,경기도 교육청,,24시간,1988-00-00,,126.8266919,37.3198266,2016-05-31
공중화장실,안산세무서,경기도 안산시 단원구 화랑로 350  (고잔동),N,11,14,2,2,0,0,7,2,0,국세청,,24시간,1990-00-00,,126.8269327,37.3210631,2016-05-31
공중화장실,안산시민방위대피소,경기도 안산시 단원구 원선로 33-1 (원곡동),N,3,3,0,0,0,0,3,0,0,안산시장(재난총괄과장),,24시간,1986-00-00,,126.7970838,37.3281627,2016-05-31
공중화장실,원곡경로당,경기도 안산시 단원구 원곡경로당길 14 (원곡동),N,2,1,0,0,0,0,2,0,0,단원구청장(주민복지과장),,24시간,1993-00-00,,126.8027498,37.3240239,2016-05-31
공중화장실,시립원초어린이집,경기도 안산시 단원구 동산로 253 (초지동),N,0,0,0,0,0,0,0,0,0,안산시장(여성가족과장),,24시간,1996-12-00,,126.8085607,37.3247507,2016-05-31
공중화장실,안산시재활용품판매장,경기도 안산시 단원구 선부광장로 45  (선부동),N,0,0,0,0,0,0,0,0,0,개인,,24시간,2004-06-00,,126.8120871,37.3349452,2016-05-31
공중화장실,청소년수련원,경기도 안산시 단원구 풍전로 62  (원곡동),N,25,25,0,0,0,0,46,0,0,성락교회,,24시간,1988-08-18,,126.7944095,37.32246,2016-05-31
공중화장실,성호경로당,경기도 안산시 상록구 매화로1길 57 (이동),N,1,1,0,0,0,0,1,0,0,상록구청장(주민복지과장),,24시간,1997-07-00,,126.8600597,37.3049821,2016-05-31
공중화장실,적금노인정,경기도 안산시 단원구 큰우물길 22 (고잔동),N,1,1,0,0,0,0,1,0,0,단원구청장(주민복지과장),,24시간,1989-12-23,,126.8260753,37.3230297,2016-05-31
공중화장실,안산제일병원,경기도 안산시 단원구 광덕서로 100 (고잔동),N,1,1,1,1,0,0,1,1,0,병원장,,24시간,2001-11-22,,126.82769,37.313546,2016-05-31
공중화장실,트윈타워A동,경기도 안산시 단원구 광덕대로 203  (고잔동),N,21,21,0,0,0,0,21,0,0,상가운영위원회,,24시간,2002-00-00,,126.8293387,37.3148171,2016-05-31
공중화장실,트윈타워B동,경기도 안산시 단원구 광덕4로 148  (고잔동),N,21,21,0,0,0,0,21,0,0,상가운영위원회,,24시간,2002-00-00,,126.8288108,37.3147623,2016-05-31
공중화장실,경기테크노파크,경기도 안산시 상록구 해안로 705  (사동),N,20,25,4,4,0,0,20,4,0,㈜재단법인테크노파크,,24시간,1988-00-00,,126.8300017,37.2908721,2016-05-31
공중화장실,안산시험연구센타,경기도 안산시 상록구 해안로 723  (사동),N,16,24,2,2,0,0,16,2,0,한국산업기술시험원,,24시간,2007-04-19,,126.8318122,37.2922046,2016-05-31
공중화장실,전기시험연구소,경기도 안산시 상록구 항가울로 111  (사동),N,30,40,8,8,0,0,30,8,0,연구소장,,24시간,1988-00-00,,126.8426284,37.290713,2016-05-31
공중화장실,스타프라자,경기도 안산시 단원구 광덕2로 155-4  (고잔동),N,8,8,0,0,0,0,8,0,0,상가번영회,,24시간,2002-02-04,,126.8279051,37.310245,2016-05-31
개방화장실,퍼스트빌,경기도 안산시 단원구 광덕대로 155 (고잔동),N,8,6,0,0,0,0,8,0,0,상가번영회,,24시간,2002-00-00,,126.8290687,37.3104989,2016-05-31
공중화장실,부곡경로당,경기도 안산시 상록구 부곡로1안길 30 (부곡동),N,1,0,0,0,0,0,1,0,0,상록구청장(주민복지과장),,24시간,1989-00-00,,126.8604504,37.3230176,2016-05-31
공중화장실,상록경찰서,경기도 안산시 상록구 차돌배기로 10  (사동),N,20,60,0,0,0,0,20,0,0,경찰서장,,24시간,2005-00-00,,126.8451869,37.2991969,2016-05-31
공중화장실,밀레니엄1차,경기도 안산시 단원구 광덕대로 141  (고잔동),N,19,22,0,0,0,0,22,0,0,㈜삼성종합관리,,24시간,2002-00-00,,126.82895,37.3090931,2016-05-31
공중화장실,밀레니엄2차,경기도 안산시 단원구 광덕대로 137  (고잔동),N,16,16,0,0,0,0,16,0,0,㈜삼성종합관리,,24시간,2002-00-00,,126.8289236,37.3087904,2016-05-31
공중화장실,시랑경로당,경기도 안산시 상록구 정재로 28 (부곡동),N,1,1,0,0,0,0,1,0,0,상록구청장(주민복지과장),,24시간,1987-00-00,,126.8648246,37.3324763,2016-05-31
공중화장실,안산제2종합시장,경기도 안산시 상록구 성호로 258  (부곡동),N,15,25,0,0,0,0,15,0,0,개인,,24시간,1991-00-00,,126.8584899,37.3264284,2016-05-31
공중화장실,2001아울렛A관,경기도 안산시 단원구 광덕대로 194  (고잔동),N,20,28,0,0,0,0,20,0,0,스타맥스분양자협의회,,24시간,2006-02-28,,126.8310158,37.3134607,2016-05-31
공중화장실,2001아울렛B관,경기도 안산시 단원구 광덕대로 194  (고잔동),N,26,40,0,0,0,0,40,0,0,㈜이랜드,,24시간,2006-02-28,,126.8310158,37.3134607,2016-05-31
공중화장실,드림프라자,경기도 안산시 단원구 광덕동로 81  (고잔동),N,20,1,0,0,0,0,20,0,0,상가번영회,,24시간,2001-07-00,,126.8324502,37.3116859,2016-05-31
공중화장실,CGV,경기도 안산시 단원구 광덕대로 194  (고잔동),N,4,12,0,0,0,0,12,0,0,CGV,,24시간,2006-02-28,,126.8310158,37.3134607,2016-05-31
공중화장실,루씨어린이집,경기도 안산시 상록구 각골로5안길 10-9  (본오동),N,0,0,0,0,0,0,0,0,0,루씨동창회,,24시간,1999-05-00,,126.875178,37.3000829,2016-05-31
공중화장실,안산문화원,경기도 안산시 상록구 용신로 236-1 (사동),N,3,8,3,3,0,0,6,3,0,안산시장(문화예술과장),,24시간,2005-10-22,,126.8485672,37.3031082,2016-05-31
공중화장실,인우빌,경기도 안산시 상록구 석호공원로 69  (사동),N,1,2,1,1,0,0,2,1,0,개인,,24시간,2004-00-00,,126.8510875,37.3016913,2016-05-31
공중화장실,고잔1동우체국,경기도 안산시 단원구 광덕2로 186  (고잔동),N,0,0,2,2,0,0,0,1,0,우정사업국,,24시간,2003-11-00,,126.8313451,37.3094966,2016-05-31
개방화장실,폴리타운B동,경기도 안산시 단원구 광덕대로 130 (고잔동),N,16,16,0,0,0,0,16,0,0,상가번영회,,24시간,2004-06-00,,126.8306488,37.3081153,2016-05-31
공중화장실,한빛여성병원,경기도 안산시 단원구 광덕동로 53 (고잔동),N,2,2,0,0,0,0,4,1,0,한빛여성병원,,24시간,2001-03-01,,126.8322753,37.3091448,2016-05-31
공중화장실,약수경로당,경기도 안산시 상록구 각골로2안길 18 (본오동),N,1,1,0,0,0,0,1,0,0,상록구청장(주민복지과장),,24시간,1998-00-00,,126.8747384,37.2958764,2016-05-31
공중화장실,양지경로당,경기도 안산시 상록구 반석로2길 12 (본오동),N,1,1,0,0,0,0,1,0,0,상록구청장(주민복지과장),,24시간,2001-00-00,,126.8695651,37.2977738,2016-05-31
공중화장실,각골경로당,경기도 안산시 상록구 각골서로3길 12 (본오동),N,1,1,0,0,0,0,1,0,0,상록구청장(주민복지과장),,24시간,1987-00-00,,126.8708094,37.2956415,2016-05-31
공중화장실,시립성안어린이집,경기도 안산시 상록구 성안3길 9 (사동),N,0,0,0,0,0,0,0,0,0,안산시장(여성가족과),,24시간,2008-07-00,,126.8387464,37.3024717,2016-05-31
공중화장실,중앙경로당,경기도 안산시 단원구 예술대학로2길 3-16 (고잔동),N,1,0,0,0,0,0,1,0,0,단원구청장(주민복지과장),,24시간,1993-12-24,,126.8393024,37.3295323,2016-05-31
공중화장실,큰고개경로당,경기도 안산시 단원구 와동로1길 20 (와동),N,1,1,0,0,0,0,1,0,0,단원구청장(주민복지과장),,24시간,1994-10-13,,126.8252081,37.3330768,2016-05-31
공중화장실,시립이동어린이집,경기도 안산시 상록구 매화로1길 51 (이동),N,0,0,0,0,0,0,0,0,0,안산시장(여성가족과장),,24시간,1993-07-22,,126.860573,37.3055089,2016-05-31
공중화장실,이동경로당,경기도 안산시 상록구 도매시장로1길 31 (이동),N,1,1,0,0,0,0,1,0,0,상록구청장(주민복지과장),,24시간,1999-00-00,,126.8589145,37.3117745,2016-05-31
공중화장실,장수경로당,경기도 안산시 상록구 각골로7길 9 (본오동),N,3,4,0,0,0,0,2,0,0,상록구청장(주민복지과장),,24시간,1997-12-28,,126.8741573,37.3007378,2016-05-31
개방화장실,신양타운,경기도 안산시 단원구 광덕대로 193 (고잔동),N,16,38,8,8,0,0,24,8,0,신명타워분양자회,,24시간,2003-00-00,,126.8293499,37.313826,2016-05-31
공중화장실,최용신기념관,경기도 안산시 상록구 샘골서길 64 (본오동),N,2,2,2,2,0,0,2,2,0,안산시장(문화예술과장),,24시간,2007-06-07,,126.8627404,37.2996439,2016-05-31
공중화장실,정곡경로당,경기도 안산시 상록구 본오로7길 38-15 (본오동),N,1,1,0,0,0,0,1,0,0,상록구청장(주민복지과장),,24시간,1993-12-23,,126.8679079,37.2908989,2016-05-31
공중화장실,시립본오어린이집,경기도 안산시 상록구 이호로 98 (본오동),N,0,0,0,0,0,0,0,0,0,안산시장(여성가족과),,24시간,1994-05-00,,126.8678476,37.2867,2016-05-31
공중화장실,본오경로당(구.새마을복지회관노인정),경기도 안산시 상록구 본오로2길 20 (본오동),N,1,1,0,0,0,0,1,0,0,상록구청장(주민복지과장),,24시간,1989-00-00,,126.8682947,37.2863581,2016-05-31
공중화장실,이호경로당,경기도 안산시 상록구 막고지1길 19-5 (본오동),N,2,2,0,0,0,0,2,0,0,상록구청장(주민복지과장),,24시간,1998-02-20,,126.8580745,37.2833548,2016-05-31
공중화장실,폴리타운A동,경기도 안산시 단원구 광덕대로 130  (고잔동),N,16,16,0,0,0,0,16,0,0,상가번영회,,24시간,2004-06-00,,126.8306488,37.3081153,2016-05-31
공중화장실,현대월드프라자,경기도 안산시 상록구 건건로 131  (건건동),N,20,20,2,2,0,0,20,2,0,현대월드판매주식회사,,24시간,2007-05-00,,126.9051601,37.3123612,2016-05-31
공중화장실,재활용판매장,경기도 안산시 상록구 용신로 348  (본오동),N,0,0,0,0,0,0,0,0,0,개인,,24시간,2007-07-09,,126.8607066,37.3015805,2016-05-31
공중화장실,본오지구대,경기도 안산시 상록구 상록수로 12  (본오동),N,2,2,0,0,0,0,1,0,0,상록경찰서,,24시간,0000-00-00,,126.861219,37.3026407,2016-05-31
공중화장실,산정경로당,경기도 안산시 상록구 충장로3길 22 (본오동),N,1,2,0,0,0,0,1,0,0,상록구청장(주민복지과장),,24시간,1994-00-00,,126.8609484,37.2927975,2016-05-31
공중화장실,신고속주유소,경기도 안산시 상록구 석호로 367 (본오동),N,2,1,0,0,0,0,1,0,0,개인,,24시간,2009-02-24,,126.8715755,37.2934943,2016-05-31
공중화장실,안골경로당,경기도 안산시 상록구 충장로6길 45 (이동),N,1,1,0,0,0,0,1,0,0,상록구청장(주민복지과장),,24시간,1995-12-04,,126.8601401,37.3102802,2016-05-31
공중화장실,구룡경로당,경기도 안산시 상록구 구룡동길 10 (일동),N,4,6,0,0,0,0,4,0,0,상록구청장(주민복지과장),,24시간,1985-00-00,,126.869071,37.312143,2016-05-31
공중화장실,고려반월병원,경기도 안산시 상록구 건건로 56 (건건동),N,12,15,1,1,0,0,12,1,0,고려반월병원,,24시간,2009-06-17,,126.9031738,37.3060632,2016-05-31
공중화장실,부남경로당,경기도 안산시 상록구 부곡로3길 6 (부곡동),N,1,1,0,0,0,0,1,0,0,상록구청장(주민복지과장),,24시간,1991-00-00,,126.8605788,37.3268093,2016-05-31
공중화장실,안산시교통정보센타,경기도 안산시 상록구 항가울로 200  (사동),N,15,20,1,1,0,0,15,1,0,㈜한국건설관리공사,,24시간,1997-12-06,,126.8449902,37.2982848,2016-05-31
개방화장실,사동셀프주유소,경기도 안산시 상록구 선진로 11 (사동),N,1,1,0,0,0,0,2,0,0,개인,,24시간,2008-11-10,,126.8475115,37.2807251,2016-05-31
공중화장실,시립부곡어린이집,경기도 안산시 상록구 정재로6길 21 (부곡동),N,0,0,0,0,0,0,0,0,0,안산시장(여성가족과),,24시간,1998-09-19,,126.8666769,37.3340426,2016-05-31
공중화장실,시립감골어린이집,경기도 안산시 상록구 선진로 69 (사동),N,0,0,0,0,0,0,0,0,0,안산시장(여성가족과),,24시간,1998-09-19,,126.8499208,37.2780683,2016-05-31
공중화장실,SK안산충전소,경기도 안산시 상록구 선진안길 83  (사동),N,1,2,0,0,0,0,1,0,0,SK네트웍스,,24시간,1991-00-00,,126.8485189,37.2776953,2016-05-31
공중화장실,안산공과대학,경기도 안산시 단원구 신안산대학로 135 (초지동),N,166,254,6,6,0,0,202,0,0,안산공과대학,,24시간,1995-09-26,,126.805415,37.3090171,2016-05-31
공중화장실,월피경로당,경기도 안산시 상록구 시낭북로3길 12 (부곡동),N,1,1,0,0,0,0,1,0,0,상록구청장(주민복지과장),,24시간,1995-12-04,,126.8586285,37.334354,2016-05-31
공중화장실,정재경로당,경기도 안산시 상록구 성호로22길 44 (부곡동),N,1,1,0,0,0,0,1,0,0,상록구청장(주민복지과장),,24시간,2001-11-10,,126.8631913,37.3346297,2016-05-31
공중화장실,행복예절관,경기도 안산시 단원구 보배2길 64-8 (고잔동),N,2,1,1,1,0,0,4,1,0,안산시장(여성가족과장),,24시간,2008-07-31,,126.8321785,37.3324237,2016-05-31
공중화장실,향호경로당,경기도 안산시 상록구 항호1길 30-21 (사동),N,1,1,0,0,0,0,1,0,0,상록구청장(주민복지과장),,24시간,1995-12-04,,126.8468197,37.2837805,2016-05-31
공중화장실,시장 관사,경기도 안산시 단원구 보배2길 64-8 (고잔동),N,0,0,0,0,0,0,0,0,0,안산시장(회계과장),,24시간,1981-07-11,,126.8321785,37.3324237,2016-05-31
공중화장실,서울예술대학,경기도 안산시 단원구 예술대학로 171  (고잔동),N,78,85,4,4,0,0,94,5,0,학교법인동랑예술원,,24시간,2000-12-19,,126.8362746,37.3334134,2016-05-31
공중화장실,매화경로당,경기도 안산시 상록구 매화로1길 12-3 (이동),N,1,1,0,0,0,0,1,0,0,상록구청장(주민복지과장),,24시간,1991-00-00,,126.8591783,37.3058244,2016-05-31
공중화장실,상록수경로당,경기도 안산시 상록구 송호로 20 (이동),N,1,1,0,0,0,0,1,0,0,상록구청장(주민복지과장),,24시간,1992-00-00,,126.8483933,37.3133077,2016-05-31
공중화장실,시립와동어린이집,경기도 안산시 단원구 사세충열로4길 9 (와동),N,0,0,0,0,0,0,0,0,0,안산시장(여성가족과장),,24시간,1981-00-00,,126.8294297,37.3424392,2016-05-31
공중화장실,양지경로당,경기도 안산시 단원구 원선로 33-1 (원곡동),N,2,2,0,0,0,0,2,0,0,단원구청장(주민복지과장),,24시간,1991-04-20,,126.7970838,37.3281627,2016-05-31
공중화장실,대덕과학탐구학습관,경기도 안산시 상록구 삼일로 696  (성포동),N,0,0,0,0,0,0,0,0,0,(재)안산시청소년수련관,,24시간,2006-09-12,,126.8532686,37.3262526,2016-05-31
공중화장실,21세기병원,경기도 안산시 단원구 보화로 50 (고잔동),N,6,6,9,9,0,0,7,5,0,21세기병원,,24시간,1996-10-00,,126.831704,37.3306498,2016-05-31
공중화장실,석수경로당,경기도 안산시 단원구 북촌2길 17 (선부동),N,1,1,0,0,0,0,1,0,0,단원구청장(주민복지과장),,24시간,1993-01-25,,126.805024,37.3433386,2016-05-31
공중화장실,선부경로당,경기도 안산시 단원구 선삼로 68 (선부동),N,1,1,0,0,0,0,3,0,0,단원구청장(주민복지과장),,24시간,1997-12-16,,126.8112903,37.3467078,2016-05-31
공중화장실,달미경로당,경기도 안산시 단원구 화정천서로4안길 18 (선부동),N,1,1,0,0,0,0,1,0,0,단원구청장(주민복지과장),,24시간,1994-10-13,,126.8160729,37.3440699,2016-05-31
공중화장실,와동지구대,경기도 안산시 단원구 와동로7길 1  (와동),N,0,0,0,0,0,0,0,0,0,경찰청,,24시간,1998-00-00,,126.8276238,37.3405336,2016-05-31
공중화장실,거미울경로당,경기도 안산시 단원구 거미울길 9 (선부동),N,1,1,0,0,0,0,1,0,0,단원구청장(주민복지과장),,24시간,2001-11-15,,126.8024824,37.3416765,2016-05-31
공중화장실,새천년주유소,경기도 안산시 단원구 정왕대로 424 (신길동),N,1,1,0,0,0,0,1,0,0,SK네트웍스,,24시간,0000-00-00,,126.7561293,37.3341367,2016-05-31
개방화장실,신길충전소,경기도 안산시 단원구 중앙대로 179 (신길동),N,2,2,0,0,0,0,2,0,0,신길충전소,,24시간,0000-00-00,,126.76122,37.3343597,2016-05-31
공중화장실,시곡경로당,경기도 안산시 상록구 시곡2길 2 (사동),N,1,1,0,0,0,0,1,0,0,상록구청장(주민복지과장),,24시간,1994-00-00,,126.85587,37.2945286,2016-05-31
공중화장실,경우경로당,경기도 안산시 상록구 영화5길 15 (사동),N,1,0,0,0,0,0,1,0,0,상록구청장(주민복지과장),,24시간,2008-00-00,,126.8511127,37.2797601,2016-05-31
공중화장실,안산시립수암어린이집,경기도 안산시 상록구 수암길 26 (수암동),N,2,3,0,0,6,0,2,0,3,안산시장(여성가족과장),,24시간,2001-06-30,,126.8779245,37.3621308,2016-05-31
공중화장실,황금경로당,경기도 안산시 단원구 황금길 9-4 (고잔동),N,1,1,0,0,0,0,1,0,0,단원구청장(주민복지과장),,24시간,2001-11-15,,126.829751,37.3320706,2016-05-31
